id_code,experiment,plate,well,sirna,group
HUVEC-06_3_O07,HUVEC-06,3,O07,1053,3
HUVEC-06_3_O08,HUVEC-06,3,O08,672,3
HUVEC-06_3_O09,HUVEC-06,3,O09,38,3
HUVEC-06_3_O10,HUVEC-06,3,O10,322,3
HUVEC-06_3_O11,HUVEC-06,3,O11,590,3
HUVEC-06_3_O12,HUVEC-06,3,O12,937,3
HUVEC-06_3_O13,HUVEC-06,3,O13,32,3
HUVEC-06_3_O14,HUVEC-06,3,O14,173,3
HUVEC-06_3_O15,HUVEC-06,3,O15,530,3
HUVEC-06_3_O16,HUVEC-06,3,O16,861,3
HUVEC-06_3_O17,HUVEC-06,3,O17,848,3
HUVEC-06_3_O18,HUVEC-06,3,O18,477,3
HUVEC-06_3_O19,HUVEC-06,3,O19,229,3
HUVEC-06_3_O20,HUVEC-06,3,O20,190,3
HUVEC-06_3_O21,HUVEC-06,3,O21,184,3
HUVEC-06_3_O22,HUVEC-06,3,O22,183,3
HUVEC-06_3_O23,HUVEC-06,3,O23,170,3
HUVEC-06_4_B03,HUVEC-06,4,B03,574,4
HUVEC-06_4_B04,HUVEC-06,4,B04,1072,4
HUVEC-06_4_B05,HUVEC-06,4,B05,680,4
HUVEC-06_4_B06,HUVEC-06,4,B06,433,4
HUVEC-06_4_B07,HUVEC-06,4,B07,280,4
HUVEC-06_4_B08,HUVEC-06,4,B08,843,4
HUVEC-06_4_B09,HUVEC-06,4,B09,430,4
HUVEC-06_4_B10,HUVEC-06,4,B10,403,4
HUVEC-06_4_B11,HUVEC-06,4,B11,331,4
HUVEC-06_4_B12,HUVEC-06,4,B12,71,4
HUVEC-06_4_B13,HUVEC-06,4,B13,1038,4
HUVEC-06_4_B14,HUVEC-06,4,B14,880,4
HUVEC-06_4_B15,HUVEC-06,4,B15,1021,4
HUVEC-06_4_B16,HUVEC-06,4,B16,441,4
HUVEC-06_4_B17,HUVEC-06,4,B17,223,4
HUVEC-06_4_B18,HUVEC-06,4,B18,528,4
HUVEC-06_4_B19,HUVEC-06,4,B19,1073,4
HUVEC-06_4_B20,HUVEC-06,4,B20,344,4
HUVEC-06_4_B21,HUVEC-06,4,B21,631,4
HUVEC-06_4_B22,HUVEC-06,4,B22,741,4
HUVEC-06_4_B23,HUVEC-06,4,B23,220,4
HUVEC-06_4_C02,HUVEC-06,4,C02,911,4
HUVEC-06_4_C04,HUVEC-06,4,C04,249,4
HUVEC-06_4_C05,HUVEC-06,4,C05,824,4
HUVEC-06_4_C06,HUVEC-06,4,C06,592,4
HUVEC-06_4_C08,HUVEC-06,4,C08,50,4
HUVEC-06_4_C09,HUVEC-06,4,C09,106,4
HUVEC-06_4_C10,HUVEC-06,4,C10,519,4
HUVEC-06_4_C12,HUVEC-06,4,C12,205,4
HUVEC-06_4_C13,HUVEC-06,4,C13,628,4
HUVEC-06_4_C14,HUVEC-06,4,C14,725,4
HUVEC-06_4_C16,HUVEC-06,4,C16,997,4
HUVEC-06_4_C17,HUVEC-06,4,C17,878,4
HUVEC-06_4_C18,HUVEC-06,4,C18,1094,4
HUVEC-06_4_C20,HUVEC-06,4,C20,948,4
HUVEC-06_4_C21,HUVEC-06,4,C21,14,4
HUVEC-06_4_C23,HUVEC-06,4,C23,560,4
HUVEC-06_4_D02,HUVEC-06,4,D02,855,4
HUVEC-06_4_D03,HUVEC-06,4,D03,201,4
HUVEC-06_4_D04,HUVEC-06,4,D04,1103,4
HUVEC-06_4_D05,HUVEC-06,4,D05,107,4
HUVEC-06_4_D06,HUVEC-06,4,D06,455,4
HUVEC-06_4_D07,HUVEC-06,4,D07,846,4
HUVEC-06_4_D08,HUVEC-06,4,D08,534,4
HUVEC-06_4_D09,HUVEC-06,4,D09,773,4
HUVEC-06_4_D10,HUVEC-06,4,D10,958,4
HUVEC-06_4_D11,HUVEC-06,4,D11,929,4
HUVEC-06_4_D12,HUVEC-06,4,D12,298,4
HUVEC-06_4_D13,HUVEC-06,4,D13,140,4
HUVEC-06_4_D14,HUVEC-06,4,D14,609,4
HUVEC-06_4_D15,HUVEC-06,4,D15,204,4
HUVEC-06_4_D16,HUVEC-06,4,D16,1048,4
HUVEC-06_4_D17,HUVEC-06,4,D17,69,4
HUVEC-06_4_D18,HUVEC-06,4,D18,37,4
HUVEC-06_4_D19,HUVEC-06,4,D19,18,4
HUVEC-06_4_D20,HUVEC-06,4,D20,778,4
HUVEC-06_4_D21,HUVEC-06,4,D21,273,4
HUVEC-06_4_D22,HUVEC-06,4,D22,304,4
HUVEC-06_4_D23,HUVEC-06,4,D23,885,4
HUVEC-06_4_E02,HUVEC-06,4,E02,822,4
HUVEC-06_4_E03,HUVEC-06,4,E03,1011,4
HUVEC-06_4_E04,HUVEC-06,4,E04,128,4
HUVEC-06_4_E05,HUVEC-06,4,E05,1001,4
HUVEC-06_4_E06,HUVEC-06,4,E06,767,4
HUVEC-06_4_E07,HUVEC-06,4,E07,772,4
HUVEC-06_4_E08,HUVEC-06,4,E08,288,4
HUVEC-06_4_E09,HUVEC-06,4,E09,1075,4
HUVEC-06_4_E10,HUVEC-06,4,E10,476,4
HUVEC-06_4_E11,HUVEC-06,4,E11,850,4
HUVEC-06_4_E12,HUVEC-06,4,E12,668,4
HUVEC-06_4_E13,HUVEC-06,4,E13,68,4
HUVEC-06_4_E14,HUVEC-06,4,E14,306,4
HUVEC-06_4_E15,HUVEC-06,4,E15,985,4
HUVEC-06_4_E16,HUVEC-06,4,E16,386,4
HUVEC-06_4_E17,HUVEC-06,4,E17,509,4
HUVEC-06_4_E18,HUVEC-06,4,E18,141,4
HUVEC-06_4_E19,HUVEC-06,4,E19,794,4
HUVEC-06_4_E20,HUVEC-06,4,E20,116,4
HUVEC-06_4_E21,HUVEC-06,4,E21,612,4
HUVEC-06_4_E22,HUVEC-06,4,E22,152,4
HUVEC-06_4_E23,HUVEC-06,4,E23,54,4
HUVEC-06_4_F02,HUVEC-06,4,F02,143,4
HUVEC-06_4_F04,HUVEC-06,4,F04,688,4
HUVEC-06_4_F05,HUVEC-06,4,F05,976,4
HUVEC-06_4_F06,HUVEC-06,4,F06,771,4
HUVEC-06_4_F08,HUVEC-06,4,F08,406,4
HUVEC-06_4_F09,HUVEC-06,4,F09,575,4
HUVEC-06_4_F10,HUVEC-06,4,F10,82,4
HUVEC-06_4_F12,HUVEC-06,4,F12,1050,4
HUVEC-06_4_F13,HUVEC-06,4,F13,899,4
HUVEC-06_4_F14,HUVEC-06,4,F14,227,4
HUVEC-06_4_F16,HUVEC-06,4,F16,591,4
HUVEC-06_4_F17,HUVEC-06,4,F17,841,4
HUVEC-06_4_F18,HUVEC-06,4,F18,199,4
HUVEC-06_4_F20,HUVEC-06,4,F20,803,4
HUVEC-06_4_F21,HUVEC-06,4,F21,45,4
HUVEC-06_4_F23,HUVEC-06,4,F23,998,4
HUVEC-06_4_G02,HUVEC-06,4,G02,1005,4
HUVEC-06_4_G03,HUVEC-06,4,G03,30,4
HUVEC-06_4_G04,HUVEC-06,4,G04,137,4
HUVEC-06_4_G05,HUVEC-06,4,G05,587,4
HUVEC-06_4_G06,HUVEC-06,4,G06,230,4
HUVEC-06_4_G07,HUVEC-06,4,G07,979,4
HUVEC-06_4_G08,HUVEC-06,4,G08,1026,4
HUVEC-06_4_G09,HUVEC-06,4,G09,912,4
HUVEC-06_4_G10,HUVEC-06,4,G10,67,4
HUVEC-06_4_G11,HUVEC-06,4,G11,596,4
HUVEC-06_4_G12,HUVEC-06,4,G12,247,4
HUVEC-06_4_G13,HUVEC-06,4,G13,561,4
HUVEC-06_4_G14,HUVEC-06,4,G14,356,4
HUVEC-06_4_G15,HUVEC-06,4,G15,835,4
HUVEC-06_4_G16,HUVEC-06,4,G16,531,4
HUVEC-06_4_G17,HUVEC-06,4,G17,416,4
HUVEC-06_4_G18,HUVEC-06,4,G18,720,4
HUVEC-06_4_G19,HUVEC-06,4,G19,698,4
HUVEC-06_4_G20,HUVEC-06,4,G20,710,4
HUVEC-06_4_G21,HUVEC-06,4,G21,1081,4
HUVEC-06_4_G22,HUVEC-06,4,G22,73,4
HUVEC-06_4_G23,HUVEC-06,4,G23,675,4
HUVEC-06_4_H02,HUVEC-06,4,H02,573,4
HUVEC-06_4_H04,HUVEC-06,4,H04,540,4
HUVEC-06_4_H05,HUVEC-06,4,H05,193,4
HUVEC-06_4_H06,HUVEC-06,4,H06,645,4
HUVEC-06_4_H08,HUVEC-06,4,H08,316,4
HUVEC-06_4_H09,HUVEC-06,4,H09,16,4
HUVEC-06_4_H10,HUVEC-06,4,H10,522,4
HUVEC-06_4_H12,HUVEC-06,4,H12,696,4
HUVEC-06_4_H13,HUVEC-06,4,H13,930,4
HUVEC-06_4_H14,HUVEC-06,4,H14,526,4
HUVEC-06_4_H16,HUVEC-06,4,H16,964,4
HUVEC-06_4_H17,HUVEC-06,4,H17,458,4
HUVEC-06_4_H18,HUVEC-06,4,H18,12,4
HUVEC-06_4_H20,HUVEC-06,4,H20,823,4
HUVEC-06_4_H21,HUVEC-06,4,H21,97,4
HUVEC-06_4_H23,HUVEC-06,4,H23,103,4
HUVEC-06_4_I02,HUVEC-06,4,I02,472,4
HUVEC-06_4_I03,HUVEC-06,4,I03,488,4
HUVEC-06_4_I04,HUVEC-06,4,I04,931,4
HUVEC-06_4_I05,HUVEC-06,4,I05,635,4
HUVEC-06_4_I06,HUVEC-06,4,I06,176,4
HUVEC-06_4_I07,HUVEC-06,4,I07,318,4
HUVEC-06_4_I08,HUVEC-06,4,I08,440,4
HUVEC-06_4_I09,HUVEC-06,4,I09,799,4
HUVEC-06_4_I10,HUVEC-06,4,I10,240,4
HUVEC-06_4_I11,HUVEC-06,4,I11,814,4
HUVEC-06_4_I12,HUVEC-06,4,I12,684,4
HUVEC-06_4_I13,HUVEC-06,4,I13,275,4
HUVEC-06_4_I14,HUVEC-06,4,I14,1095,4
HUVEC-06_4_I15,HUVEC-06,4,I15,862,4
HUVEC-06_4_I16,HUVEC-06,4,I16,110,4
HUVEC-06_4_I17,HUVEC-06,4,I17,812,4
HUVEC-06_4_I18,HUVEC-06,4,I18,374,4
HUVEC-06_4_I19,HUVEC-06,4,I19,872,4
HUVEC-06_4_I20,HUVEC-06,4,I20,31,4
HUVEC-06_4_I21,HUVEC-06,4,I21,524,4
HUVEC-06_4_I22,HUVEC-06,4,I22,292,4
HUVEC-06_4_I23,HUVEC-06,4,I23,297,4
HUVEC-06_4_J02,HUVEC-06,4,J02,156,4
HUVEC-06_4_J04,HUVEC-06,4,J04,728,4
HUVEC-06_4_J05,HUVEC-06,4,J05,656,4
HUVEC-06_4_J06,HUVEC-06,4,J06,1004,4
HUVEC-06_4_J08,HUVEC-06,4,J08,1036,4
HUVEC-06_4_J09,HUVEC-06,4,J09,208,4
HUVEC-06_4_J10,HUVEC-06,4,J10,619,4
HUVEC-06_4_J12,HUVEC-06,4,J12,13,4
HUVEC-06_4_J13,HUVEC-06,4,J13,202,4
HUVEC-06_4_J14,HUVEC-06,4,J14,756,4
HUVEC-06_4_J16,HUVEC-06,4,J16,973,4
HUVEC-06_4_J17,HUVEC-06,4,J17,641,4
HUVEC-06_4_J18,HUVEC-06,4,J18,85,4
HUVEC-06_4_J20,HUVEC-06,4,J20,924,4
HUVEC-06_4_J21,HUVEC-06,4,J21,638,4
HUVEC-06_4_J23,HUVEC-06,4,J23,737,4
HUVEC-06_4_K02,HUVEC-06,4,K02,1054,4
HUVEC-06_4_K03,HUVEC-06,4,K03,980,4
HUVEC-06_4_K04,HUVEC-06,4,K04,150,4
HUVEC-06_4_K05,HUVEC-06,4,K05,785,4
HUVEC-06_4_K06,HUVEC-06,4,K06,836,4
HUVEC-06_4_K07,HUVEC-06,4,K07,241,4
HUVEC-06_4_K08,HUVEC-06,4,K08,935,4
HUVEC-06_4_K09,HUVEC-06,4,K09,817,4
HUVEC-06_4_K10,HUVEC-06,4,K10,621,4
HUVEC-06_4_K11,HUVEC-06,4,K11,420,4
HUVEC-06_4_K12,HUVEC-06,4,K12,833,4
HUVEC-06_4_K13,HUVEC-06,4,K13,1022,4
HUVEC-06_4_K14,HUVEC-06,4,K14,426,4
HUVEC-06_4_K15,HUVEC-06,4,K15,1107,4
HUVEC-06_4_K16,HUVEC-06,4,K16,264,4
HUVEC-06_4_K17,HUVEC-06,4,K17,925,4
HUVEC-06_4_K18,HUVEC-06,4,K18,251,4
HUVEC-06_4_K19,HUVEC-06,4,K19,23,4
HUVEC-06_4_K20,HUVEC-06,4,K20,1082,4
HUVEC-06_4_K21,HUVEC-06,4,K21,209,4
HUVEC-06_4_K22,HUVEC-06,4,K22,0,4
HUVEC-06_4_K23,HUVEC-06,4,K23,1010,4
HUVEC-06_4_L02,HUVEC-06,4,L02,243,4
HUVEC-06_4_L03,HUVEC-06,4,L03,294,4
HUVEC-06_4_L04,HUVEC-06,4,L04,15,4
HUVEC-06_4_L05,HUVEC-06,4,L05,954,4
HUVEC-06_4_L06,HUVEC-06,4,L06,58,4
HUVEC-06_4_L07,HUVEC-06,4,L07,702,4
HUVEC-06_4_L08,HUVEC-06,4,L08,928,4
HUVEC-06_4_L09,HUVEC-06,4,L09,780,4
HUVEC-06_4_L10,HUVEC-06,4,L10,1061,4
HUVEC-06_4_L11,HUVEC-06,4,L11,367,4
HUVEC-06_4_L12,HUVEC-06,4,L12,839,4
HUVEC-06_4_L13,HUVEC-06,4,L13,427,4
HUVEC-06_4_L14,HUVEC-06,4,L14,179,4
HUVEC-06_4_L15,HUVEC-06,4,L15,630,4
HUVEC-06_4_L16,HUVEC-06,4,L16,418,4
HUVEC-06_4_L17,HUVEC-06,4,L17,468,4
HUVEC-06_4_L18,HUVEC-06,4,L18,270,4
HUVEC-06_4_L19,HUVEC-06,4,L19,1055,4
HUVEC-06_4_L20,HUVEC-06,4,L20,470,4
HUVEC-06_4_L21,HUVEC-06,4,L21,9,4
HUVEC-06_4_L22,HUVEC-06,4,L22,286,4
HUVEC-06_4_L23,HUVEC-06,4,L23,474,4
HUVEC-06_4_M02,HUVEC-06,4,M02,1009,4
HUVEC-06_4_M04,HUVEC-06,4,M04,328,4
HUVEC-06_4_M05,HUVEC-06,4,M05,993,4
HUVEC-06_4_M06,HUVEC-06,4,M06,663,4
HUVEC-06_4_M08,HUVEC-06,4,M08,139,4
HUVEC-06_4_M09,HUVEC-06,4,M09,451,4
HUVEC-06_4_M10,HUVEC-06,4,M10,994,4
HUVEC-06_4_M12,HUVEC-06,4,M12,496,4
HUVEC-06_4_M13,HUVEC-06,4,M13,213,4
HUVEC-06_4_M14,HUVEC-06,4,M14,792,4
HUVEC-06_4_M16,HUVEC-06,4,M16,261,4
HUVEC-06_4_M17,HUVEC-06,4,M17,354,4
HUVEC-06_4_M18,HUVEC-06,4,M18,746,4
HUVEC-06_4_M20,HUVEC-06,4,M20,1037,4
HUVEC-06_4_M21,HUVEC-06,4,M21,589,4
HUVEC-06_4_M23,HUVEC-06,4,M23,231,4
HUVEC-06_4_N02,HUVEC-06,4,N02,154,4
HUVEC-06_4_N03,HUVEC-06,4,N03,610,4
HUVEC-06_4_N04,HUVEC-06,4,N04,602,4
HUVEC-06_4_N05,HUVEC-06,4,N05,971,4
HUVEC-06_4_N06,HUVEC-06,4,N06,892,4
HUVEC-06_4_N07,HUVEC-06,4,N07,949,4
HUVEC-06_4_N08,HUVEC-06,4,N08,568,4
HUVEC-06_4_N09,HUVEC-06,4,N09,343,4
HUVEC-06_4_N10,HUVEC-06,4,N10,36,4
HUVEC-06_4_N11,HUVEC-06,4,N11,79,4
HUVEC-06_4_N12,HUVEC-06,4,N12,332,4
HUVEC-06_4_N13,HUVEC-06,4,N13,498,4
HUVEC-06_4_N14,HUVEC-06,4,N14,693,4
HUVEC-06_4_N15,HUVEC-06,4,N15,378,4
HUVEC-06_4_N16,HUVEC-06,4,N16,712,4
HUVEC-06_4_N17,HUVEC-06,4,N17,358,4
HUVEC-06_4_N18,HUVEC-06,4,N18,104,4
HUVEC-06_4_N19,HUVEC-06,4,N19,832,4
HUVEC-06_4_N20,HUVEC-06,4,N20,711,4
HUVEC-06_4_N21,HUVEC-06,4,N21,493,4
HUVEC-06_4_N22,HUVEC-06,4,N22,321,4
HUVEC-06_4_N23,HUVEC-06,4,N23,594,4
HUVEC-06_4_O02,HUVEC-06,4,O02,1045,4
HUVEC-06_4_O03,HUVEC-06,4,O03,953,4
HUVEC-06_4_O04,HUVEC-06,4,O04,187,4
HUVEC-06_4_O05,HUVEC-06,4,O05,419,4
HUVEC-06_4_O06,HUVEC-06,4,O06,906,4
HUVEC-06_4_O07,HUVEC-06,4,O07,882,4
HUVEC-06_4_O08,HUVEC-06,4,O08,235,4
HUVEC-06_4_O09,HUVEC-06,4,O09,904,4
HUVEC-06_4_O10,HUVEC-06,4,O10,323,4
HUVEC-06_4_O11,HUVEC-06,4,O11,200,4
HUVEC-06_4_O12,HUVEC-06,4,O12,370,4
HUVEC-06_4_O13,HUVEC-06,4,O13,260,4
HUVEC-06_4_O14,HUVEC-06,4,O14,758,4
HUVEC-06_4_O15,HUVEC-06,4,O15,634,4
HUVEC-06_4_O16,HUVEC-06,4,O16,226,4
HUVEC-06_4_O17,HUVEC-06,4,O17,161,4
HUVEC-06_4_O18,HUVEC-06,4,O18,1097,4
HUVEC-06_4_O19,HUVEC-06,4,O19,1069,4
HUVEC-06_4_O20,HUVEC-06,4,O20,17,4
HUVEC-06_4_O21,HUVEC-06,4,O21,854,4
HUVEC-06_4_O22,HUVEC-06,4,O22,325,4
HUVEC-06_4_O23,HUVEC-06,4,O23,518,4
HUVEC-07_1_B03,HUVEC-07,1,B03,246,3
HUVEC-07_1_B04,HUVEC-07,1,B04,1085,3
HUVEC-07_1_B05,HUVEC-07,1,B05,570,3
HUVEC-07_1_B06,HUVEC-07,1,B06,171,3
HUVEC-07_1_B07,HUVEC-07,1,B07,820,3
HUVEC-07_1_B08,HUVEC-07,1,B08,300,3
HUVEC-07_1_B09,HUVEC-07,1,B09,1074,3
HUVEC-07_1_B10,HUVEC-07,1,B10,32,3
HUVEC-07_1_B11,HUVEC-07,1,B11,335,3
HUVEC-07_1_B12,HUVEC-07,1,B12,525,3
HUVEC-07_1_B13,HUVEC-07,1,B13,861,3
HUVEC-07_1_B14,HUVEC-07,1,B14,886,3
HUVEC-07_1_B15,HUVEC-07,1,B15,145,3
HUVEC-07_1_B16,HUVEC-07,1,B16,940,3
HUVEC-07_1_B17,HUVEC-07,1,B17,53,3
HUVEC-07_1_B18,HUVEC-07,1,B18,578,3
HUVEC-07_1_B19,HUVEC-07,1,B19,244,3
HUVEC-07_1_B20,HUVEC-07,1,B20,250,3
HUVEC-07_1_B21,HUVEC-07,1,B21,375,3
HUVEC-07_1_B22,HUVEC-07,1,B22,405,3
HUVEC-07_1_B23,HUVEC-07,1,B23,664,3
HUVEC-07_1_C02,HUVEC-07,1,C02,809,3
HUVEC-07_1_C04,HUVEC-07,1,C04,593,3
HUVEC-07_1_C05,HUVEC-07,1,C05,740,3
HUVEC-07_1_C06,HUVEC-07,1,C06,185,3
HUVEC-07_1_C08,HUVEC-07,1,C08,665,3
HUVEC-07_1_C09,HUVEC-07,1,C09,86,3
HUVEC-07_1_C10,HUVEC-07,1,C10,278,3
HUVEC-07_1_C12,HUVEC-07,1,C12,402,3
HUVEC-07_1_C13,HUVEC-07,1,C13,586,3
HUVEC-07_1_C14,HUVEC-07,1,C14,84,3
HUVEC-07_1_C16,HUVEC-07,1,C16,134,3
HUVEC-07_1_C17,HUVEC-07,1,C17,197,3
HUVEC-07_1_C18,HUVEC-07,1,C18,463,3
HUVEC-07_1_C20,HUVEC-07,1,C20,198,3
HUVEC-07_1_C21,HUVEC-07,1,C21,648,3
HUVEC-07_1_C23,HUVEC-07,1,C23,96,3
HUVEC-07_1_D02,HUVEC-07,1,D02,646,3
HUVEC-07_1_D03,HUVEC-07,1,D03,163,3
HUVEC-07_1_D04,HUVEC-07,1,D04,727,3
HUVEC-07_1_D05,HUVEC-07,1,D05,120,3
HUVEC-07_1_D06,HUVEC-07,1,D06,554,3
HUVEC-07_1_D07,HUVEC-07,1,D07,873,3
HUVEC-07_1_D08,HUVEC-07,1,D08,62,3
HUVEC-07_1_D09,HUVEC-07,1,D09,289,3
HUVEC-07_1_D10,HUVEC-07,1,D10,908,3
HUVEC-07_1_D11,HUVEC-07,1,D11,347,3
HUVEC-07_1_D12,HUVEC-07,1,D12,168,3
HUVEC-07_1_D13,HUVEC-07,1,D13,516,3
HUVEC-07_1_D14,HUVEC-07,1,D14,39,3
HUVEC-07_1_D15,HUVEC-07,1,D15,690,3
HUVEC-07_1_D16,HUVEC-07,1,D16,678,3
HUVEC-07_1_D17,HUVEC-07,1,D17,869,3
HUVEC-07_1_D18,HUVEC-07,1,D18,394,3
HUVEC-07_1_D19,HUVEC-07,1,D19,916,3
HUVEC-07_1_D20,HUVEC-07,1,D20,545,3
HUVEC-07_1_D21,HUVEC-07,1,D21,527,3
HUVEC-07_1_D22,HUVEC-07,1,D22,1053,3
HUVEC-07_1_D23,HUVEC-07,1,D23,1086,3
HUVEC-07_1_E02,HUVEC-07,1,E02,487,3
HUVEC-07_1_E03,HUVEC-07,1,E03,248,3
HUVEC-07_1_E04,HUVEC-07,1,E04,738,3
HUVEC-07_1_E05,HUVEC-07,1,E05,183,3
HUVEC-07_1_E06,HUVEC-07,1,E06,448,3
HUVEC-07_1_E07,HUVEC-07,1,E07,749,3
HUVEC-07_1_E08,HUVEC-07,1,E08,937,3
HUVEC-07_1_E09,HUVEC-07,1,E09,174,3
HUVEC-07_1_E10,HUVEC-07,1,E10,674,3
HUVEC-07_1_E11,HUVEC-07,1,E11,173,3
HUVEC-07_1_E12,HUVEC-07,1,E12,796,3
HUVEC-07_1_E13,HUVEC-07,1,E13,632,3
HUVEC-07_1_E14,HUVEC-07,1,E14,686,3
HUVEC-07_1_E15,HUVEC-07,1,E15,1057,3
HUVEC-07_1_E16,HUVEC-07,1,E16,1093,3
HUVEC-07_1_E17,HUVEC-07,1,E17,863,3
HUVEC-07_1_E18,HUVEC-07,1,E18,616,3
HUVEC-07_1_E19,HUVEC-07,1,E19,636,3
HUVEC-07_1_E20,HUVEC-07,1,E20,151,3
HUVEC-07_1_E21,HUVEC-07,1,E21,1091,3
HUVEC-07_1_E22,HUVEC-07,1,E22,977,3
HUVEC-07_1_E23,HUVEC-07,1,E23,76,3
HUVEC-07_1_F02,HUVEC-07,1,F02,338,3
HUVEC-07_1_F04,HUVEC-07,1,F04,210,3
HUVEC-07_1_F05,HUVEC-07,1,F05,121,3
HUVEC-07_1_F06,HUVEC-07,1,F06,125,3
HUVEC-07_1_F08,HUVEC-07,1,F08,942,3
HUVEC-07_1_F09,HUVEC-07,1,F09,180,3
HUVEC-07_1_F10,HUVEC-07,1,F10,548,3
HUVEC-07_1_F12,HUVEC-07,1,F12,159,3
HUVEC-07_1_F13,HUVEC-07,1,F13,191,3
HUVEC-07_1_F14,HUVEC-07,1,F14,748,3
HUVEC-07_1_F16,HUVEC-07,1,F16,167,3
HUVEC-07_1_F17,HUVEC-07,1,F17,888,3
HUVEC-07_1_F18,HUVEC-07,1,F18,432,3
HUVEC-07_1_F20,HUVEC-07,1,F20,816,3
HUVEC-07_1_F21,HUVEC-07,1,F21,617,3
HUVEC-07_1_F23,HUVEC-07,1,F23,396,3
HUVEC-07_1_G02,HUVEC-07,1,G02,1012,3
HUVEC-07_1_G03,HUVEC-07,1,G03,672,3
HUVEC-07_1_G04,HUVEC-07,1,G04,291,3
HUVEC-07_1_G05,HUVEC-07,1,G05,186,3
HUVEC-07_1_G06,HUVEC-07,1,G06,484,3
HUVEC-07_1_G07,HUVEC-07,1,G07,480,3
HUVEC-07_1_G08,HUVEC-07,1,G08,718,3
HUVEC-07_1_G09,HUVEC-07,1,G09,362,3
HUVEC-07_1_G10,HUVEC-07,1,G10,377,3
HUVEC-07_1_G11,HUVEC-07,1,G11,961,3
HUVEC-07_1_G12,HUVEC-07,1,G12,99,3
HUVEC-07_1_G13,HUVEC-07,1,G13,1018,3
HUVEC-07_1_G14,HUVEC-07,1,G14,546,3
HUVEC-07_1_G15,HUVEC-07,1,G15,65,3
HUVEC-07_1_G16,HUVEC-07,1,G16,707,3
HUVEC-07_1_G17,HUVEC-07,1,G17,237,3
HUVEC-07_1_G18,HUVEC-07,1,G18,777,3
HUVEC-07_1_G19,HUVEC-07,1,G19,465,3
HUVEC-07_1_G20,HUVEC-07,1,G20,992,3
HUVEC-07_1_G21,HUVEC-07,1,G21,512,3
HUVEC-07_1_G22,HUVEC-07,1,G22,643,3
HUVEC-07_1_G23,HUVEC-07,1,G23,279,3
HUVEC-07_1_H02,HUVEC-07,1,H02,947,3
HUVEC-07_1_H04,HUVEC-07,1,H04,255,3
HUVEC-07_1_H05,HUVEC-07,1,H05,1007,3
HUVEC-07_1_H06,HUVEC-07,1,H06,310,3
HUVEC-07_1_H08,HUVEC-07,1,H08,679,3
HUVEC-07_1_H09,HUVEC-07,1,H09,774,3
HUVEC-07_1_H10,HUVEC-07,1,H10,491,3
HUVEC-07_1_H12,HUVEC-07,1,H12,895,3
HUVEC-07_1_H13,HUVEC-07,1,H13,716,3
HUVEC-07_1_H14,HUVEC-07,1,H14,759,3
HUVEC-07_1_H16,HUVEC-07,1,H16,963,3
HUVEC-07_1_H17,HUVEC-07,1,H17,469,3
HUVEC-07_1_H18,HUVEC-07,1,H18,515,3
HUVEC-07_1_H20,HUVEC-07,1,H20,449,3
HUVEC-07_1_H21,HUVEC-07,1,H21,802,3
HUVEC-07_1_H23,HUVEC-07,1,H23,444,3
HUVEC-07_1_I02,HUVEC-07,1,I02,38,3
HUVEC-07_1_I03,HUVEC-07,1,I03,520,3
HUVEC-07_1_I04,HUVEC-07,1,I04,1099,3
HUVEC-07_1_I05,HUVEC-07,1,I05,382,3
HUVEC-07_1_I06,HUVEC-07,1,I06,637,3
HUVEC-07_1_I07,HUVEC-07,1,I07,387,3
HUVEC-07_1_I08,HUVEC-07,1,I08,314,3
HUVEC-07_1_I09,HUVEC-07,1,I09,446,3
HUVEC-07_1_I10,HUVEC-07,1,I10,1029,3
HUVEC-07_1_I11,HUVEC-07,1,I11,999,3
HUVEC-07_1_I12,HUVEC-07,1,I12,652,3
HUVEC-07_1_I13,HUVEC-07,1,I13,848,3
HUVEC-07_1_I14,HUVEC-07,1,I14,936,3
HUVEC-07_1_I15,HUVEC-07,1,I15,769,3
HUVEC-07_1_I16,HUVEC-07,1,I16,234,3
HUVEC-07_1_I17,HUVEC-07,1,I17,768,3
HUVEC-07_1_I18,HUVEC-07,1,I18,215,3
HUVEC-07_1_I19,HUVEC-07,1,I19,533,3
HUVEC-07_1_I20,HUVEC-07,1,I20,214,3
HUVEC-07_1_I21,HUVEC-07,1,I21,135,3
HUVEC-07_1_I22,HUVEC-07,1,I22,119,3
HUVEC-07_1_I23,HUVEC-07,1,I23,583,3
HUVEC-07_1_J02,HUVEC-07,1,J02,807,3
HUVEC-07_1_J04,HUVEC-07,1,J04,782,3
HUVEC-07_1_J05,HUVEC-07,1,J05,49,3
HUVEC-07_1_J06,HUVEC-07,1,J06,490,3
HUVEC-07_1_J08,HUVEC-07,1,J08,590,3
HUVEC-07_1_J09,HUVEC-07,1,J09,369,3
HUVEC-07_1_J10,HUVEC-07,1,J10,944,3
HUVEC-07_1_J12,HUVEC-07,1,J12,267,3
HUVEC-07_1_J13,HUVEC-07,1,J13,842,3
HUVEC-07_1_J14,HUVEC-07,1,J14,677,3
HUVEC-07_1_J16,HUVEC-07,1,J16,627,3
HUVEC-07_1_J17,HUVEC-07,1,J17,713,3
HUVEC-07_1_J18,HUVEC-07,1,J18,437,3
